Description,Latitude,Location,Longitude,Price,Title,Url
9in non-floater rear end with axles set up for camaro,35.58975770000001,"Asheville, NC",-82.59293740000001,300.0,9in non-floater rear end,https://us.letgo.com/en/i/9in-non-floater-rear-end-_908561a5-dcd2-42ce-bc37-937fe7ae6071
Crochet bunny in pajamas is made from 45% cotton - 55 % Acrylic material. It is 14’5”- 37 cm tall. The bunny is very soft and safe to play with. Machine gentle wash.,35.579369168621994,"Asheville, NC",-82.523087805182,30.0,Crochet stuffed bunny,https://us.letgo.com/en/i/Crochet-stuffed-bunny_8b697f97-93f3-4400-b3dc-b28a39ab1c5b
Stock car products super late chassis,35.58975770000001,"Asheville, NC",-82.59293740000001,500.0,Howe super late chassis,https://us.letgo.com/en/i/Howe-super-late-chassis-_c0c9cd28-e546-4a78-9f67-bbe56d786cf6
,35.44849356174,"Arden, NC",-82.535697463977,150.0,rose gold iPhone SE with box,https://us.letgo.com/en/i/rose-gold-iPhone-SE-with-box_5154f9ba-203b-4a32-ac6c-59f94946ab45
Bobby ray jones late model chassis big spring front coilover rear multiple wins at Newport speedway,35.58975770000001,"Asheville, NC",-82.59293740000001,1000.0,Late model chassis,https://us.letgo.com/en/i/Late-model-chassis_f5721970-1d85-48c8-bc73-8fe893357908
"Organize your tools, crafts or kids toys in an easy way! Get creative! Great for kids rooms, your garage or work space. 12""w x 6' t x 18""d",35.5950581,"Asheville, NC",-82.5514869,100.0,Lockers,https://us.letgo.com/en/i/Lockers_38db56ba-f89f-471c-b235-b281779bcd99
81 camaro race car needs rear section,35.58975770000001,"Asheville, NC",-82.59293740000001,500.0,81 camaro race car,https://us.letgo.com/en/i/81-camaro-race-car_4866a23f-9f1c-41ae-ac4f-925003a485c1
Super late model Dillon Chassis,35.58975770000001,"Asheville, NC",-82.59293740000001,500.0,Dillon super late chassis,https://us.letgo.com/en/i/Dillon-super-late-chassis_4d85b77e-7689-4be4-b795-a0c6213d648c
79 camaro with roll cage comes as pictured 305 with automatic transmission been sitting for yrs,35.58975770000001,"Asheville, NC",-82.59293740000001,500.0,79 camaro,https://us.letgo.com/en/i/79-camaro_dbdf30f5-8cf9-46aa-a5ad-8209f3f726bc
Will take best offer. All black Sunglasses for Ray-Ban. Hit me up,35.666212,"Asheville, NC",-82.591943,80.0,Ray-Ban Sunglasses,https://us.letgo.com/en/i/Ray-Ban-Sunglasses_f5c00f23-5e41-40d1-bbfa-a370ba1ae323
None,35.56807,"Asheville, NC",-82.550896,1000.0,red metal flatbed trailer,https://us.letgo.com/en/i/red-metal-flatbed-trailer_c14379be-47bf-44b4-bb77-035fb44c875d
,35.359378135549,"Hendersonville, NC",-82.51256990910301,18.0,Curling Wand 1inch,https://us.letgo.com/en/i/Curling-Wand-1inch_55e23211-602f-443c-928a-77be5488ef3c
Rustic pallet wood coffee table in a clear finish. Its super sturdy and can support me standing on it (200lbs),35.507025,"Candler, NC",-82.72336,100.0,Custom Coffee Table Made From Pallet Wood,https://us.letgo.com/en/i/Custom-Coffee-Table-Made-From-Pallet-Wood_87166f75-1cb0-4f60-a68f-80742e4e6f71
Custom rustic corner table made from pallet wood. Its in a clear finish and has some live edge. Its sanded and stained 3 time so is save in a kids room too. Check out my other selections and message if you want a custom piece built and ill give you a price,35.507025,"Candler, NC",-82.72336,45.0,Custom Corner Table Made from Pallet Wood,https://us.letgo.com/en/i/Custom-Corner-Table-Made-from-Pallet-Wood_24d09723-6dbc-4409-9f25-269ad4832890
Custom rustic flower pot stand made from pallet wood in a honey gold finish. It can fit 5 smqll pots. If youd like a different size or have an idea for something else email me,35.507025,"Candler, NC",-82.72336,35.0,Rustic Flower Pot Stand Made From Pallet Wood,https://us.letgo.com/en/i/Rustic-Flower-Pot-Stand-Made-From-Pallet-Wood_cfe1fe8c-8ebb-4eeb-9fd9-c70f3c7d3b3d
Unlocked and Clean ESN,35.557438,"Asheville, NC",-82.471412,50.0,LG Leon Unlocked,https://us.letgo.com/en/i/LG-Leon-Unlocked_35a4f3bf-f0a1-46d8-811e-770fbf802f1c
,35.528189679853,"Asheville, NC",-82.526076167964,75.0,Puppy clothes over 16 pieces plus carrier and small strap carrier,https://us.letgo.com/en/i/Puppy-clothes-over-16-pieces-plus-carrier-and-small-strap-carrier_dd450aaf-5bc9-42b9-92b4-bf77e9758609
"Brand new mower! $8,100 before taxes retails at 10,500",35.32870651,"Hendersonville, NC",-82.44824361,8100.0,orange Husqvarna zero turn mower,https://us.letgo.com/en/i/orange-Husqvarna-zero-turn-mower_dd3718f9-9d6f-4578-ae23-2742a54b1634
Come with tpms sensors. Does not include center caps,35.294458299999995,"Hendersonville, NC",-82.4336505,600.0,2013 Subaru Crosstrek wheels,https://us.letgo.com/en/i/2013-Subaru-Crosstrek-wheels_0e1ca8d3-2a8a-434b-8cd4-0ced94b7d343
,35.456173731978005,"Arden, NC",-82.522366968992,40.0,brown and white fabric padded armchair,https://us.letgo.com/en/i/brown-and-white-fabric-padded-armchair_9594d0a7-2c84-4cdf-b134-849744d01184
,35.388404560392,"Hendersonville, NC",-82.358194251027,15.0,Black-and-brown boots size 8 for toddler,https://us.letgo.com/en/i/Black-and-brown-boots-size-8-for-toddler_b5637d96-9aa7-4b97-ab6c-4ecc70b0cadb
NEW never worn. Women's Size 7. Bought for $100.,35.5848203,"Asheville, NC",-82.55350990000001,75.0,Brown Leather Converse Boots,https://us.letgo.com/en/i/Brown-Leather-Converse-Boots_eb22d25d-5ce4-4efb-98ca-96580c05870a
Price negotiable,35.526468,"Candler, NC",-82.71044599999999,50.0,Lebron poster,https://us.letgo.com/en/i/Lebron-poster-_44484f54-bac2-4867-a435-40a3aded8a11
Want gone today,35.588985397840005,"Asheville, NC",-82.45486919485501,75.0,Black michael kors leather belt screenshot,https://us.letgo.com/en/i/Black-michael-kors-leather-belt-screenshot_55f231db-6214-423e-891f-5d9493458265
Enough for 12 shelves three or four section 40 a section,35.567682459787,"Asheville, NC",-82.521537204534,40.0,Metal shelf,https://us.letgo.com/en/i/Metal-shelf_da3deaa8-59ad-4edd-afda-0c1c49db32d8
"Shirts are all small, there’s 20 in all. Along with a pair of skinny jeans 34/32 black express work pants 33/32 and two cut off skinny jeans both 36. I’ve been known for having awesome shirts and now you can too!",35.522213775364,"Waynesville, NC",-82.991596084426,20.0,Closet Sale,https://us.letgo.com/en/i/Closet-Sale_4b384f98-03d8-4b91-8719-4010950a5bea
None,35.6474244,"Asheville, NC",-82.61213000000001,0.0,99 ml320 wrecked,https://us.letgo.com/en/i/99-ml320-wrecked_0826fa65-2559-49d7-935f-2b68582f5454
None,35.6474244,"Asheville, NC",-82.61213000000001,80.0,Nissan hardbody hood,https://us.letgo.com/en/i/Nissan-hardbody-hood_0ebcb040-ba55-40c3-b964-94489e7a77c8
,35.567682459787,"Asheville, NC",-82.521537204534,20.0,brown framed mirror,https://us.letgo.com/en/i/brown-framed-mirror_6def0583-b99a-4de9-89f9-50ced67a17a5
"Ask about our simple easy financing plan! No credit check involved! Email for an application or call us at {contact info removed} Our store is full of fully functioning, refurbished, and guaranteed appliances. Washers, dryers, stoves, refrigerator, freezers, and even AC units. Washers @ 100+ Dryers @ 100+ Stoves @ 139+ Refrigerator @ 150+ Freezers @ 79+ These units come with a 30 day warranty. Delivery is separate charges unless 500+ and it's free! All cords come with units Location: 2000 Spartanburg Hwy East Flat Rock, NC Hours: Tuesday-Friday 105 Saturday 102 Come check us out! Property managers get better deals!",35.29185937452,"East Flat Rock, NC",-82.42903949493301,400.0,Frigidaire Stackable Washer n Dryer,https://us.letgo.com/en/i/Frigidaire-Stackable-Washer-n-Dryer_fd7468b7-d03f-4a0b-a449-6cbcc1811e7e
"Solid wood construction, hand built in the 80s, original mechanism needs work. Total height is 6'10"" to the tip of the finial. From a clean and non-smoking home.",35.640646960649,"Asheville, NC",-82.584100111835,275.0,Vintage oak grandfather clock,https://us.letgo.com/en/i/Vintage-oak-grandfather-clock_9e1083a1-07ed-4cbb-8d9c-1cae70841cf1
"Eddie Bauer men's plaid (camel, white, black) flannel shirt. Used but in very nice condition. Size MEDIUM. This is a casual shirt, not a dress shirt like their computerized caption shows.",35.306603444513,"Flat Rock, NC",-82.394605198679,15.0,"White, black, and brown plaid dress shirt",https://us.letgo.com/en/i/White-black-and-brown-plaid-dress-shirt_7034efc4-4c67-4369-b798-fd47f080fad5
"Ask about our simple easy financing plan! No credit check involved! Email for an application or call us at {contact info removed} Our store is full of fully functioning, refurbished, and guaranteed appliances. Washers, dryers, stoves, refrigerator, freezers, and even AC units. Washers @ 100+ Dryers @ 100+ Stoves @ 139+ Refrigerator @ 150+ Freezers @ 79+ These units come with a 30 day warranty. Delivery is separate charges unless 500+ and it's free! All cords come with units Location: 2000 Spartanburg Hwy East Flat Rock, NC Hours: Tuesday-Friday 105 Saturday 102 Come check us out! Property managers get better deals!",35.292056986820995,"Hendersonville, NC",-82.429374710897,225.0,Whirlpool Glass Top Stove,https://us.letgo.com/en/i/Whirlpool-Glass-Top-Stove_69c430bd-8878-4fd3-b6dc-7b34fcfdcff4
"Ask about our simple easy financing plan! No credit check involved! Email for an application or call us at {contact info removed} Our store is full of fully functioning, refurbished, and guaranteed appliances. Washers, dryers, stoves, refrigerator, freezers, and even AC units. Washers @ 100+ Dryers @ 100+ Stoves @ 139+ Refrigerator @ 150+ Freezers @ 79+ These units come with a 30 day warranty. Delivery is separate charges unless 500+ and it's free! All cords come with units Location: 2000 Spartanburg Hwy East Flat Rock, NC Hours: Tuesday-Friday 105 Saturday 102 Come check us out! Property managers get better deals!",35.292107392028,"East Flat Rock, NC",-82.429240755455,225.0,Whirlpool Top n Bottom Refrigerator,https://us.letgo.com/en/i/Whirlpool-Top-n-Bottom-Refrigerator-_ea81f975-506d-415c-9ef1-9ae6bee5f060
Used but in good condition mens New Balance 1540 Running shoes. Size 12. $150 new on Amazon now (screenshot in pics). Tread in great condition!,35.8264981,"Mars Hill, NC",-82.54929990000001,35.0,Mens New Balance 1540 Running Shoes,https://us.letgo.com/en/i/Mens-New-Balance-1540-Running-Shoes_33ba0769-7ce9-4b98-b335-728e9c3fd0e7
Pack and play used twice Infant insert with brown and pink sheets,35.567682459787,"Asheville, NC",-82.521537204534,40.0,Graco pack and play,https://us.letgo.com/en/i/Graco-pack-and-play_555b5523-a6b4-4971-afe2-1499db24e30e
,35.784179605577,"Marshall, NC",-82.745846863913,15.0,stainless steel bialetti pitcher,https://us.letgo.com/en/i/stainless-steel-bialetti-pitcher_36e99731-b7af-4ef4-bf01-b88c4b26f217
"Ask about our simple easy financing plan! No credit check involved! Email for an application or call us at {contact info removed} Our store is full of fully functioning, refurbished, and guaranteed appliances. Washers, dryers, stoves, refrigerator, freezers, and even AC units. Washers @ 100+ Dryers @ 100+ Stoves @ 139+ Refrigerator @ 150+ Freezers @ 79+ These units come with a 30 day warranty. Delivery is separate charges unless 500+ and it's free! All cords come with units Location: 2000 Spartanburg Hwy East Flat Rock, NC Hours: Tuesday-Friday 105 Saturday 102 Come check us out! Property managers get better deals!",35.292116616318005,"Hendersonville, NC",-82.429412585504,850.0,Samsung Matching Front Load Washer n Dryer Set *WE HAVE THE PETAL FOR WASHER AS WELL*,https://us.letgo.com/en/i/Samsung-Matching-Front-Load-Washer-n-Dryer-Set-WE-HAVE-THE-PETAL-FOR-WASHER-AS-WELL-_d7fd4764-e7dc-40cb-9ee1-b34742ade95c
18 foot cuddy cabin boat and trailer no motor a good fixer-upper I do have motors if needed.,35.702714882824004,"Weaverville, NC",-82.564475303593,650.0,White motorboat,https://us.letgo.com/en/i/White-motorboat_9d6cc73c-aa9c-40a3-8fe9-56b786a638f2
"Cyan, Magenta, Yellow & 3 blacks Will Split up or sell all. Make an offer????",35.639070315605004,"Asheville, NC",-82.59754328820699,0.0,CN684WN. OPTION 140 (long ink life),https://us.letgo.com/en/i/CN684WN-OPTION-140-long-ink-life-_d2658e2f-9917-4e57-9bd7-f65e4ebdd35e
None,35.3225521,"Hendersonville, NC",-82.4533124,0.0,unpaired brown and white leather open-toe ankle-strap sandal,https://us.letgo.com/en/i/unpaired-brown-and-white-leather-open-toe-ankle-strap-sandal_8a5704ff-825c-418c-b831-2085938d8fc9
"Only 60,000 miles! Comes with off road package with a built in air compressor. To many extras to list the tundra is a platinum edition with heated and cooled seats, back up camera... 10 in lift with racing suspension. No rust as it’s an Arizona truck.",35.533018737549,"Clyde, NC",-82.907249156136,35000.0,Toyota - Tundra - 2010,https://us.letgo.com/en/i/Toyota-Tundra-2010_ec3efab0-5cfe-41eb-b8d5-69ffcf899b04
In order of Pictures: Size 6 PRICE $7 Shorts size 7 $7 Blue Sparkly Shirt Size 7 $7 Have pink one too Says “Be Happy”Size 8 $7 Jeans Size 8 $7 Burgundy Swing Shirt Size 7 $7 Lot for $35,35.718851022797,"Weaverville, NC",-82.568077385213,7.0,Brand New Spring/Summer clothes from Justice,https://us.letgo.com/en/i/Brand-New-Spring-Summer-clothes-from-Justice_8faeef69-d141-4b2d-b8bd-3588d9dadcaf
New bostitch drill with battery high and low speed 18 volt lithium ion and carring bag,35.3453169,"Hendersonville, NC",-82.4720343,50.0,New bostitch drill with battery and bag,https://us.letgo.com/en/i/New-bostitch-drill-with-battery-and-bag_56e0bd91-2ae2-4407-aaef-def80f09b641
None,35.3453169,"Hendersonville, NC",-82.4720343,3.0,Radiator stop leak,https://us.letgo.com/en/i/Radiator-stop-leak-_2d6afdc7-dda8-4ce6-aa78-6dd379f4b4ba
Williams and Sonoma Spiralizer with 3 attachments and Paderno Chopper with dicer and slicer. Like new. New book “The Spiralized Kitchen”. All for $40,35.618062629353,"Black Mountain, NC",-82.344740672607,40.0,Spiralizer and Chopper,https://us.letgo.com/en/i/Spiralizer-and-Chopper-_1f58e0f1-a8d4-437f-9bf4-934889bf3a55
Presto eversharp electric knife sharpener,35.3453169,"Hendersonville, NC",-82.4720343,12.0,Presto eversharp electric knife sharpener,https://us.letgo.com/en/i/Presto-eversharp-electric-knife-sharpener_9097c805-0092-4b04-8fb4-60d41bf53eff
New Weber thermometer for cooking,35.3453169,"Hendersonville, NC",-82.4720343,10.0,New Weber thermometer for cooking,https://us.letgo.com/en/i/New-Weber-thermometer-for-cooking_1ece58f4-0ec6-4dfc-b632-57ca2600139d
None,35.5348336,"Candler, NC",-82.7172316,70.0,monogrammed gray and white Coach leather purse bag,https://us.letgo.com/en/i/monogrammed-gray-and-white-Coach-leather-purse-bag_48082f16-e32d-408f-a80b-d64aff78e0d1
None,35.3453169,"Hendersonville, NC",-82.4720343,0.0,Collecter bear,https://us.letgo.com/en/i/Collecter-bear_9f18f17c-9e52-4a1e-bace-7e585596bb72
None,35.3453169,"Hendersonville, NC",-82.4720343,0.0,Tc collecter bear,https://us.letgo.com/en/i/Tc-collecter-bear_22182267-9532-4789-aae3-1c87c8300c86
Great condition and super easy to use truing stand,35.612256,"Swannanoa, NC",-82.385766,70.0,Feedback Sports wheel truing stand,https://us.letgo.com/en/i/Feedback-Sports-wheel-truing-stand_868665a2-38c7-42b9-aeb2-fa14837a2b12
,35.318002764653,"Laurel Park, NC",-82.495828795061,65.0,Dansko Maryjanes size 39 or 81/2Like new,https://us.letgo.com/en/i/Dansko-Maryjanes-size-39-or-81-2Like-new_32749f0b-7b68-4a70-ac63-5fa91d1bad4b
$15 for all 3 bluetooth earbuds,35.521522,"Canton, NC",-82.827763,15.0,Bluetooth wireless earbuds,https://us.letgo.com/en/i/Bluetooth-wireless-earbuds_1e7b1348-4f4d-4200-9e64-d02d453dc929
"2013 Yamaha FJR 1300 Sport Touring, 4 cylinder, 12.120 miles, silver, cruise control, traction control, ABS brakes, heated hand grips, Two Brothers exhaust, handle bar risers, 6.5 gal. gas tank, adjustable windshield, saddlebags, excellent condition, very clean. $ 7.500 (828) 250-0373 WWW.GREENVALLEYCARS.COM",35.599694,"Asheville, NC",-82.628866,7500.0,2013 Yamaha FJR 1300,https://asheville.craigslist.org/mcd/d/2013-yamaha-fjr-1300/6513320993.html
"2014 Honda Accord Automatic, White , On Tan, It has Only 41,980 Miles It Has Spoiler, Power Windows, and Mirrors, Tan Cloth Seats, Power Seats, 4 Cylinder, 4 Door, Radio, 6 CD Changer, FM,AM,CD, XM Radio, Bluetooth, Back up Camera, Side and Curtain Air Bag, 16 Inch Factory Wheels with Firestone Great Tires, Tinted Glass, And Much More, Clean On inside, Runs and Drives Like New, Call Me for more info, 864-266-6936 Willing to Negotiate if offer is fair..... honda, bmw, crv, mercedes, ford, mazda, lx, rx, ls, is, gs, 470 honda, lexus, toyota, ford, accord, civic, coupe, Mercedes,Honda Pilot, Lexus gx470 & 460, Chevrolet Tahoe, suburban, Tahoe, land rover, Nissan armada, GMC Yukon, Terrian, CX7, BMW x5, GMC Terrian, B 2011, 2010, 2009, 2008, 2007, 2012, 2013, 2014, 2016, 2006, 2005, 2017, 2018,",35.039,"Cowpens, NC",-81.822,10995.0,2014 Honda Accord White 41k,https://asheville.craigslist.org/ctd/d/2014-honda-accord-white-41k/6513312696.html
Petmate Pet Porter for large dogs - plastic shell - wire door,35.257061,"Hendersonville, NC",-82.505744,50.0,Pet Crate,https://asheville.craigslist.org/for/d/pet-crate/6513308129.html
"Vintage 70's Fender Vibrosonic Reverb guitar amplifier. 15"" Fender pro series speaker and uses 6L6 tubes. Great shape!",35.257061,"Tryon, NC",-82.505744,750.0,1970's Fender Vibrosonic Amplifier,https://asheville.craigslist.org/msg/d/1970s-fender-vibrosonic/6513308239.html
Poll Parrot and Weatherbird Comics - all three only $10. Please email if interested.,35.257061,"Fletcher, NC",-82.505744,10.0,Poll Parrot and Weatherbird Comics,https://asheville.craigslist.org/clt/d/poll-parrot-and-weatherbird/6500112360.html
Bayer advanced triple action lawn fertilizer. Mix is 30-0-4. Each bag is 12 pounds and covers 5000 square feet. Over 50 bags available. $7.00 per bag. .,35.292733,"Hendersonville, NC",-82.489928,7.0,Lawn fertilizer,https://asheville.craigslist.org/mat/d/lawn-fertilizer/6505827490.html
Mad Magazines - 10 Magazines: 286 to 295 (April 1989 to June 1990). All for $25. Please email if interested.,35.292733,"Fletcher, NC",-82.489928,25.0,10 Issues of Mad Magazine,https://asheville.craigslist.org/clt/d/10-issues-of-mad-magazine/6500112652.html
Beautiful apt complex for sale. Monthly rentals provide great investment income. Serene nature views. Peaceful place. 17 acres of nature property. Land contains other buildings for use as Restaurant/Event Hall. Only reasonable offers near 2.2 Million will be considered due to the valuation of the property. For more information please leave a clear voicemail. Thank you for your interest.,35.252508,"Franklin, NC",-83.436122,25.0,Beautiful Apt Complex for Sale - Great Investment Income,https://asheville.craigslist.org/bfs/d/beautiful-apt-complex-for/6505793648.html
Two tickets to washed out on February 28th. $40 for both,35.252508,Unspecified,-83.436122,20.0,Washed out less than face value,https://asheville.craigslist.org/tix/d/washed-out-less-than-face/6508687258.html
"For sale 2001 Ford Focus ZX3 25000 Miles. car is in great condition too many new parts to list just asked if interested car is in great condition ready to be driven. It is my daily driver so miles will go up. Asking 2000 OBO call or text anytime, if I do not pick up leave a message. Number is",35.903,"Burnsville, NC",-82.2876,2000.0,2001 ford focus zx3,https://asheville.craigslist.org/cto/d/2001-ford-focus-zx3/6507087166.html
Starring Jason Lee,35.289,"Flat Rock, NC",-82.3916,10.0,"My Name is Earl, Season I",https://asheville.craigslist.org/emd/d/my-name-is-earl-season/6513193995.html
Just replaced both front axles. Engine is strong w 158k miles. Transmission is bad. Won't go in reverse. Good for parts or if u know how to rebuild transmission. Asking 450 obo.,35.5258,"Fairview, NC",-82.3985,450.0,1999 Hyundai Accent new axles brakes-strong engine-transmission bad,https://asheville.craigslist.org/cto/d/1999-hyundai-accent-new-axles/6513194639.html
"Starring Charlize Theron, Chris Hemsworth and Kristen Stewart",35.289,"Flat Rock, NC",-82.3916,5.0,Snow White and The Huntsman,https://asheville.craigslist.org/emd/d/snow-white-and-the-huntsman/6513195148.html
Starring Steve Carell,35.289,"Flat Rock, NC",-82.3916,5.0,"The Office, Season I",https://asheville.craigslist.org/emd/d/the-office-season/6513195511.html
"This is the sale price it is marked $160 in the store, my booths have a 30% off all furniture sale making this piece $112. This is a glass, brass and crystal lamp in nice working condition no damage to the vintage lamp. The Tobacco Barn is located at 75 Swannanoa River Road Asheville NC 28805 The booth is D9 located on the far left wall underneath the large red Antiques sign. The barn is open 7 days 10-5 Sunday 1-5pm. Thank you",35.289,"Asheville, NC",-82.3916,112.0,Vintage Glass Crystal and Brass Hanging Lamp SALE ITEM,https://asheville.craigslist.org/fuo/d/vintage-glass-crystal-and/6513195832.html
"10 TON EQUIPMENT TRAILER FOR SALE, WITH A TITLE, PINTLE HITCH. 18 ft plus a 5 ft dove. Good floor. $3500 OBO FOR MORE INFORMATION, PLEASE CALL .",35.289,"Greeneville, TN",-82.3916,112.0,10 TON EQUIPMENT TRAILER $3500 OBO,https://asheville.craigslist.org/hvo/d/10-ton-equipment-trailer-3500/6500489147.html
"Old white metal medicine cabinet with mirror. Door opens as shown in pics. $35. Dimensions are 20 inches tall, 14 wide and 5 inches deep. Pick up in Weaverville.",35.289,"Weaverville, NC",-82.3916,35.0,Old white metal medicine with mirror,https://asheville.craigslist.org/fuo/d/old-white-metal-medicine-with/6498172844.html
"EVERYONE needs a TIN MAN This piece measures 23 inches tall by 12 inches wide and is mainly constructed of empty food item tin containers. It is held together by sheet metal screws, small bolts and in some places, wire. This uniquely designed and assembled item would make a great conversation piece or even a gift for someone that has ""EVERYTHING"" Wagon Wheel Antiques 5664 Old Haywood Road Buy,Sell, Trade Mills River, N.C. 28759 Business Hours: (weather permitting) Sunday: 10 a.m. until 5 p.m. Monday: 10 a.m. until 5 p.m. Tuesday: 10 a.m. until 5 p.m. Wednesday: 10 a.m. until 5 p.m. Thursday: 10 a.m. until 5 p. m. Friday: 10 a.m. until 5 p. m. Saturday: 10 a.m. until 5 p.m.",35.427561,"Mills River, NC",-82.573543,45.0,EVERYONE NEEDS A TIN MAN,https://asheville.craigslist.org/cbd/d/everyone-needs-tin-man/6513189419.html
"Small White Heavy Solid Wood bar stools. Dimensions are 33.5 inches tall, 17 inches wide, 13.5 inches deep. $35 for set. These are 20 inches from seat to ground.",35.427561,"Weaverville, NC",-82.573543,35.0,2 small heavy solid wood barstools,https://asheville.craigslist.org/fuo/d/2-small-heavy-solid-wood/6510584502.html
"I have two upright bass tailpieces. One is in mint condition and the second one shows minor use. Ebonized not sure of the wood, but would guess it is Maple. One is 13 1/2"" and one is 13 1/4"". Great Price is for both!",35.427561,"Burnsville, NC",-82.573543,20.0,Tailpiece for Upright Bass (2) Price drop - $10 Each,https://asheville.craigslist.org/msg/d/tailpiece-for-upright-bass-2/6513197391.html
"Set includes- crib bumper, crib skirt, mobile, plush blanket, 2 curtain valances & changing pad cover. All in brand new condition in original packing. Free of stains. Non-smokers.",35.427561,"Asheville, NC",-82.573543,60.0,7 piece Crib bedding set by My Baby Sam,https://asheville.craigslist.org/bab/d/7-piece-crib-bedding-set-by/6495512884.html
400 3 GAL SIZE NATIVE FOTHERGILLA NICE AND FULL HAS NICE FALL COLOR AND WHITE BLOOM IN SPRING 15 EACH CALL GREENTREE NURSERY OR WE ARE A LOCAL FAMILY OWNED NURSERY,35.523235,"Lake Junaluska, NC",-82.98274,15.0,NATIVE FOTHERGILLA,https://asheville.craigslist.org/grd/d/native-fothergilla/6500555040.html
For sale case maxie sneaker drop plow machine runs good and plows good. No trencher or boring unit but coild be installed easily,35.523235,"Bristol, TN",-82.98274,2500.0,case maxie sneaker,https://asheville.craigslist.org/hvo/d/case-maxie-sneaker/6513148413.html
New ladies leather classic white Reebox sneakers size 8,35.603073,"Asheville, NC",-82.546914,5.0,New Ladies Classic White Reebok size 8,https://asheville.craigslist.org/clo/d/new-ladies-classic-white/6513113572.html
"Never worn Ladies Rebok, classic style high top sneakers in white.",35.603056,"Asheville, NC",-82.546999,10.0,"New Ladies Rebok Sneakers, White, Classic Style, Size 8",https://asheville.craigslist.org/clo/d/new-ladies-rebok-sneakers/6513113936.html
"Very good trailer. I just installed new lights after I took this picture and they work good. Tires are good. Heavy duty steel ramps with slide in rakes. Removable fenders for wider vehicles. The floor is weathered but very solid. 2006 $1350 Firm. Sold with Ga. registration and bill of sale. Not interested in trades. Call or text . Hiawassee Ga. Hauler,tractor,farm equipment,bob cat,construction,",34.968074,Unspecified,-83.801908,1350.0,16 x 6.5 Ft. trailer,https://asheville.craigslist.org/hvo/d/16-65-ft-trailer/6508278014.html
"This is in good condition and has its original keys. Dated circa late 1800's as per an estate appraisal in the early 1990's. All lock mechanisms and drawers work. Wood carving design on cabinet is Art Nouveau, and front facia carvings depict deer, cabin, and mountain setting. Wood is walnut. Old world construction. There are two natural cracks in the counter top----- noticeable, but not detracting from the beauty of this piece. Functional and eye-catching, this is a wonderful piece for home or upscale restaurant. Phone calls only, please. I will gladly send more photos if requested.",34.968074,"Calhoun, GA",-83.801908,1500.0,Antique French Hutch/Sideboard/China cabinet,https://asheville.craigslist.org/atq/d/antique-french-hutch/6493520698.html
3 GAL PJM (LAVENDAR) AND 3 GAL LANDMARK(RED) $15 EACH CALL GREENTREE NURSERY,35.524213,"Lake Junaluska, NC",-82.983942,15.0,PJM AND LAND MARK SMALL LEAF RHODODENDRON,https://asheville.craigslist.org/grd/d/pjm-and-land-mark-small-leaf/6509573880.html
"It has a 4"" rought country suspension lift and a 2"" body lift 5spd 31"" tires or trade for a side by side or Corvette",35.435753,"Canton, NC",-82.861153,5000.0,1995 jeep wrangler,https://asheville.craigslist.org/cto/d/1995-jeep-wrangler/6513085253.html
"New Jewelry has arrived at Alan's Jewelry & Pawn in Cherokee... Here at Alan's Jewelry and Pawn we buy Gold, Silver, Platinum, and even Gift Cards. We have a hassle free in store financing that lets you pick out items and walk out with them the same day. We also have free layaway at all our locations, 1186 Patton Ave, 736A Tunnel Road, and in Cherokee right across from the Casino! Come to Alan's Jewelry and Pawn and find out why we are voted the #1 pawn shop in Western North Carolina! Cash offers considered, please message with any question or concerns, Thank you.",35.468098,"Whittier, NC",-83.301923,249.0,Sterling Silver Bell with Flowers,https://asheville.craigslist.org/atd/d/sterling-silver-bell-with/6513056325.html
"New Jewelry has arrived at Alan's Jewelry & Pawn in Cherokee... Here at Alan's Jewelry and Pawn we buy Gold, Silver, Platinum, and even Gift Cards. We have a hassle free in store financing that lets you pick out items and walk out with them the same day. We also have free layaway at all our locations, 1186 Patton Ave, 736A Tunnel Road, and in Cherokee right across from the Casino! Come to Alan's Jewelry and Pawn and find out why we are voted the #1 pawn shop in Western North Carolina! Cash offers considered, please message with any question or concerns, Thank you.",35.468124,"Whittier, NC",-83.301891,349.0,Ring-Sterling Diamond Cluster Blue & White diamonds 2CTW,https://asheville.craigslist.org/jwd/d/ring-sterling-diamond-cluster/6513056923.html
"Dell Optiplex 740 Motherboard w/ AMD Triple-Core CPU AMD Phenom X3 8750 Triple-Core Clock Speed 2.4GHz Socket AM2+ Motherboard is Dell part number 0YP806. Includes speaker and I/O shield mesh. Also includes front panel board with ribbon cable and connector (not pictured). Panel has USB ports, power button, diagnostic LED's and audio jacks. Perfect for someone needing a PC on the cheap. Works great. $30. Very firm. Bostic",35.362456,"Bostic, NC",-81.811752,30.0,Dell Optiplex 740 Motherboard w/ AMD Phenom 8750 X3 Triple-Core CPU,https://asheville.craigslist.org/sop/d/dell-optiplex-740-motherboard/6485154603.html
Smells great and fragrance is long lasting. Skin feels soft and hydrated after just one application. Five containers total. Each container contains 2 fl. oz. (60 ml). Brand new and unopened. Thank you for your interest and I'm looking forward to hearing from you!,35.362456,"Asheville, NC",-81.811752,7.0,MANGO MANDARIN Body Lotion - Five Containers,https://asheville.craigslist.org/for/d/mango-mandarin-body-lotion/6501782118.html
