Title,Location,Price,Description,Url,Latitude,Longitude
"Turn of the Century English Scrub Pine Nightstands w/ Marble Top, Each","Asheville, NC",116.0,"2 available, individually or as a pair. Price shown is per each nightstand. Item Numbers: 9ZJGKP and 9U427V. Listing Date: 12/5/2018. >>>>>>>> FRESH INVENTORY ARRIVING DAILY <<<<<<<< *Please note: We do not respond to emails from Craigslist posts - (too much garbage and potential fraud). If you have questions about this or any item, please call us or come by the store. Thanks. Item price is reduced every 30 days from the listing date on most REGULAR ITEMS CONSIGNED to the store. After 4 months, the item is either sold at 40% off, returned to the consignor, or donated. For ITEMS IN VENDOR BOOTHS (found along the perimeter of the store), the price of an item may or may not be reduced over time from the original price. Offers are always welcome and decided on a case by case basis. Nothing New, Inc. - Voted one of the ""Best Used Furniture Stores in WNC"" by Mountain Express readers 4 years in a row ~ 2014, 2015, 2016 and 2017! A clean and well-lit furniture consignment store with no musty smell, no piles of stuff you can't get to, no hovering salespeople, and plenty of room to walk throughout the store. See everything up close! We specialize in quality used furniture, solid wood items, area rugs, lamps and unique home decor, including fine art and handcrafted items. STORE HOURS: Tuesday - Friday 10-6, Saturday 11-5, Sunday 1-5 (CLOSED on Mondays) Our 6,000 square foot store features a comfortable, temperature-controlled environment, restroom and ample safe parking in front, side and back of the store. In 2017 we transitioned from an all consignment store to a furniture and home goods emporium, featuring unique vendor merchandise in addition to our own regular consigned items . . . so you will see many new and exciting items with a wider range of pricing, including a number of home goods and decor priced under $50. We now carry a line of gift quality shea butter soaps for $1 each, and a line of furniture refinishing products from $4. We offer Mid Century, Early American, Victorian, Contemporary, Antique, Barnwood, Reclaimed, Up-cycled, Vintage/Retro, Rustic, Shabby Chic, Asian, Mission, Primitive, Modern, Traditional, Country Cottage, Queen Anne, Wicker, Bamboo/Rattan, Locally Made and Artisan, in addition to Name Brand and High End pieces. Nothing New, Inc. 811-A Tunnel Rd. Asheville, NC 28805 EXIT 7 off 240: Go east on Tunnel Road, past ""Prestige Subaru"" and ""Play It Again Sports"". Take an immediate right after Beverly Hills Baptist Church onto Arco Road and park. Additional parking in back of store. We're at the corner of Tunnel and Arco Roads, next door to GOLF USA. A sampling of our newest inventory can be viewed on our website: ashevilleusedfurniture dot com Inventory updates also available on Facebook: Nothing New, Inc. Questions about specific items? Call or stop by the store. Purchase an item over the phone with a major credit card: Visa, MasterCard, American Express & Discover All sales are FINAL. Furniture or home decor to sell? Give us a call to discuss your items! Vendor Booths/Spaces are available with a short wait or no waiting. Search our CL ads for general details or call Brandon Snyder at (store) or (cell). See all our listings under FURNITURE, ANTIQUES and ARTS & CRAFTS.",https://asheville.craigslist.org/atd/d/turn-of-the-century-english/6495916104.html,35.585642,-82.506123
painted desk with pull out key board shelf,"Flat Rock, NC",50.0,"Hand painted desk in fun, bright pattern and colors. heavy duty and made of real wood. There are a few nicks in paint, but overall not really noticeable. Originally purchased from Crate and Barrell. Email me any questions. Cash only, Firm on price",https://asheville.craigslist.org/fuo/d/painted-desk-with-pull-out/6512891934.html,35.2153,-82.4574
Fender Cyber-Twin Guitar Amplifier,"Fairview, NC",325.0,"This amp is all you could ever want or need in a guitar amp. Make almost any sound imaginable! I have original price tag - $1699.99. This amp has barely been used - I only play acoustic. Also comes with original canvas full cover. Preparing to move overseas - must sell. More info: Fender Musical Instruments Corporation is proud to introduce the most revolutionary and ambitious new product in its fifty-five year history: The Cyber-Twin amplifier. The first amplifier ever capable of Cybernetic Amp Design (C.A.D.) technology that actually re-creates circuitry, the Cyber-Twin utilizes both analog and digital components to instantly become over 120 of the world's most sought after classic and modern classic amplifiers tones. Fender's world class team of engineers have spent more than three years of research and development on this extraordinary new amplifier. From day one, the intention was to follow the long-standing Fender tradition of innovation, and to set the standard by which all amplifiers will follow in the future. The result is the future of amplifiers, the Cyber-Twin Not another modeling� amp, the Cyber-Twin is a warehouse filled with the best of history's amplifiers housed in one cabinet, and whose electronic architecture literally reconfigures itself to become the amplifier that is selected. While a specific tonal quality may be digitally replicated by a modeling� amp to give a snapshot of an amplifier at a single setting, C.A.D. makes it possible for the Cyber-Twin to recreate the original amplifier's schematic and maintain its sonic personality, allowing it to become that amplifier. Senior vice president of marketing for Fender, Ritchie Fliegler, explains, DSP modeling amps may provide a one-dimensional snapshot of a very specific moment in time where a certain guitar is played at a certain volume by adjusting its equalizer. Once you turn up the gain or lower the treble, that moment is gone forever, and so is the amplifier the DSP is trying to emulate. C.A.D. literally reconfigures the Cyber-Twin's tone stack, as if there were a tiny robot inside with a soldering iron building each one of the amps,� adds Fliegler. Once the specific circuitry has been dialed up, the Cyber-Twin is an actual amplifier that delivers the living, breathing response of the original. If you dial up a classic Fender amplifier like a Bassman or a 65 Twin, you couldn't tell the difference if you were blindfolded.� The versatility of the Cyber-Twin, however, does not stop at classic and modern classic Fender tones. While most Fender amplifiers feature a tone stack that's placed before the preamp, many other classic sounds are from amplifiers that have the tone stack after the preamp, like many of the popular British models. The Cyber-Twin has the capability of moving the tone stack either before or after the preamp, offering the best of American and British amplifier voicings. With the familiar Fender control panel, the Cyber-Twin is playable right out of the box. There are 35 classic and modern classic pre-set amplifiers to choose from, which are accessible by a large control dial. Playing a Bassman, for example, is as simple as dialing it up and using the standard amplifier controls to get a desired tone. Using the world's most revered amplifier circuits its building blocks, the Cyber-Twin also allows players to design their own amplifier sounds. The Custom Shop function features 85 of Fender's own pre-set creations, all of which are fully adjustable to allow musicians to go as deep as they want into their own personal tonal preferences. Once adjusted, new sounds can be saved in the Player's Lounge for 85 added possibilities. Four Quick Access keys provide instant assignment and recall of a player's favorite Amp Design pre-sets, all of which can also be accessed remotely with the included four-button footswitch. The Cyber-Twin features 130 Watts of stereo output (65 Watts per channel) through 2x12� Celestion G12T-100 speakers (8 Ohms). Two 12AX7WA vacuum tubes are used in the preamp, and there are four tone stacks which can be placed before or after the distortion circuitry. The Cyber-Twin truly is the Holy Grail of all amplifiers, explains Fliegler. With Cybernetic Amp Design, we've taken musical possibilities to a level never before attainable with one single amp. What we've created is the future of amplifiers.",https://asheville.craigslist.org/msg/d/fender-cyber-twin-guitar/6504932235.html,35.2153,-82.4574
Jaguar series lll wire wheel.,"Lake Toxaway, NC",100.0,Includes a Cooper tire and cap.needs 1 spoke.,https://asheville.craigslist.org/pts/d/jaguar-series-lll-wire-wheel/6512886929.html,35.2153,-82.4574
Velux SUN TUNNEL Skylights New in Box (Basically half price!),"Fairview, NC",250.0,"These are energy efficient, natural light skylight sun tunnels. The kit includes everything including a 24"" extension for a total of 6 feet length of tunnel. You can add more extension up to a max 20 feet per the Velux documentation. We purchased two sets of Velux 14"" Rigid SUN TUNNEL Skylights with 24"" extensions to add natural light to our home. Our friends have several of these in their home, and never need to use inside lights during the day. During the remodel we ended up replacing all the windows in the residence, and didn't need the additional light from skylights. We have two of these new in the box never used. $428 New = $350 for SUN TUNNEL Skylight + $50 (24"" extension) + Tax You can check out veluxusa dot com for more info. More: Installing VELUX Sun Tunnel tubular skylights is a great way to brighten any space with energy-efficient natural light. They are perfect for interior rooms like bathrooms, closets, and hallways. The TMR skylight has rigid tubing, and its pitched metal flashing provides the optimum angle for gathering light from all directions. New VELUX Flexi Loc tunnel connection system cuts installation time in half Rigid tunnel is highly reflective and provides brighter, whiter light output in any application Ideal for installations that require longer tunnel lengths Designed to be installed on shingle and other low profile roofing materials, but tile flashing is available Assembled tunnel length with kit is 48 in. including the elbow sections",https://asheville.craigslist.org/hsh/d/velux-sun-tunnel-skylights/6504938591.html,35.2153,-82.4574
Lexus is250,"Asheville, NC",6500.0,"Lexus IS 250. 2006. 2.5. V6. 130k original miles Full loaded, Great condition, new tires, aux, navigation, back up camera, sunroof, drive and looks good, clean inside, leather and interior in good condition,",https://asheville.craigslist.org/cto/d/lexus-is250/6496836134.html,35.2153,-82.4574
01 dodge Dakota club cab with shell,"Asheville, NC",1699.0,"I have a 2001 dodge Dakota club cab with a shell covering the bed. The vehicle shows it's wear, but has lots of life left if maintained properly. As it sits now tho the truck is very dependable for its age. Clean title in hand. Trades for cash and/or another reliable suv or crossover will be considered. Asking 1700",https://asheville.craigslist.org/cto/d/01-dodge-dakota-club-cab-with/6507193615.html,35.5808,-82.6078
Teeter Inversion Table for Back Pain/Therapy/Recovery,"Fairview, NC",200.0,"Like new inversion table for back pain relief. This table helped me rehabilitate a herniated disk. Basically, you stand in the device, lock in your feet, and use the comfortable hand holds to invert your body from an adjustable level from horizontal all the way to completely hanging. This not only takes the pressure off your back, but uses gravity to create traction in your spine to draw fluid back into your injured disks. Works great! Also works great as a core workout machine for inverted crunches, twists, etc. The table is extremely well built and will likely last forever. Highly adjustable for people of all sizes and shapes. Easily folds and stores in seconds. Like new. Fix your back! These tables sell for $300 - $400 online and at local stores. From the ads: Built for the Benefits FDA-Cleared inversion table Relieve back pain, sciatica, muscle tension, degenerative disc disease, herniated discs, spinal stenosis, spinal curvature due to tight muscles, muscle spasm, and facet syndrome Stretch and decompress in just minutes a day for natural relief Comfortrak™ Bed with easy-to-clean, low-friction surface promotes the best stretch Grip-and-Stretch™ Handholds in the frame and bed provide more stretching options Ergo-Embrace™Supports with specialty foam reduce pressure and maximize ankle comfort Ankle Comfort Dial™ rotates to a high or low setting for a customized, secure fit Reliable and Safe Third-party certified by UL to meet stringent quality & safety standards Unique and patented security features, including auto-locks and heat-treated steel Durable, scratch-resistant finishes Folds in seconds for easy storage",https://asheville.craigslist.org/hab/d/teeter-inversion-table-for/6505306485.html,35.5808,-82.6078
Light lamp with shade,"Asheville, NC",125.0,Tall lamp about 6ft with glass shade. Heavy and sturdy. Price is negotiable but worth it. Morrison painting in background not included,https://asheville.craigslist.org/for/d/light-lamp-with-shade/6512893760.html,35.5808,-82.6078
2016 honda pilot,Unspecified,125.0,Parting out 2016 Honda pilot let me know what you need.,https://asheville.craigslist.org/pts/d/2016-honda-pilot/6512895955.html,34.749,-80.7616
WeatherTech Floor Liners for Mercedes E320 4Matic Wagon,"Fairview, NC",80.0,"Set of 4 floor liner mats from WeatherTech for 2005 E320 4Matic Wagon. Very good condition. They were just cleaned in the attached pictures, and look glossy due to being wet. They are more of a mat black . Selling because car was rear-ended just enough to total it by the insurance company. New at WeatherTech.com - $180. Will sell for $80 locally. Located in Asheville, NC.",https://asheville.craigslist.org/pts/d/weathertech-floor-liners-for/6506100357.html,34.749,-80.7616
"Vintage Rock Maple Dining Chair By Ethan Allen (3 avail.), Each","Asheville, NC",50.0,"Arrow-Spindle Back Chairs Item Numbers: PBSK7A, DEF4GR and ZKP6XE. Listing Date: 2/25/2018 >>>>>>>> FRESH INVENTORY ARRIVING DAILY <<<<<<<< *Please note: We do not respond to emails from Craigslist posts - (too much garbage and potential fraud). If you have questions about this or any item, please call us or come by the store. Thanks. Item price is reduced every 30 days from the listing date on most REGULAR ITEMS CONSIGNED to the store. After 4 months, the item is either sold at 40% off, returned to the consignor, or donated. For ITEMS IN VENDOR BOOTHS (found along the perimeter of the store), the price of an item may or may not be reduced over time from the original price. Offers are always welcome and decided on a case by case basis. Nothing New, Inc. - Voted one of the ""Best Used Furniture Stores in WNC"" by Mountain Express readers 4 years in a row ~ 2014, 2015, 2016 and 2017! A clean and well-lit furniture consignment store with no musty smell, no piles of stuff you can't get to, no hovering salespeople, and plenty of room to walk throughout the store. See everything up close! We specialize in quality used furniture, solid wood items, area rugs, lamps and unique home decor, including fine art and handcrafted items. STORE HOURS: Tuesday - Friday 10-6, Saturday 11-5, Sunday 1-5 (CLOSED on Mondays) Our 6,000 square foot store features a comfortable, temperature-controlled environment, restroom and ample safe parking in front, side and back of the store. In 2017 we transitioned from an all consignment store to a furniture and home goods emporium, featuring unique vendor merchandise in addition to our own regular consigned items . . . so you will see many new and exciting items with a wider range of pricing, including a number of home goods and decor priced under $50. We now carry a line of gift quality shea butter soaps for $1 each, and a line of furniture refinishing products from $4. We offer Mid Century, Early American, Victorian, Contemporary, Antique, Barnwood, Reclaimed, Up-cycled, Vintage/Retro, Rustic, Shabby Chic, Asian, Mission, Primitive, Modern, Traditional, Country Cottage, Queen Anne, Wicker, Bamboo/Rattan, Locally Made and Artisan, in addition to Name Brand and High End pieces. Nothing New, Inc. 811-A Tunnel Rd. Asheville, NC 28805 EXIT 7 off 240: Go east on Tunnel Road, past ""Prestige Subaru"" and ""Play It Again Sports"". Take an immediate right after Beverly Hills Baptist Church onto Arco Road and park. Additional parking in back of store. We're at the corner of Tunnel and Arco Roads, next door to GOLF USA. A sampling of our newest inventory can be viewed on our website: ashevilleusedfurniture dot com Inventory updates also available on Facebook: Nothing New, Inc. Questions about specific items? Call or stop by the store. Purchase an item over the phone with a major credit card: Visa, MasterCard, American Express & Discover All sales are final. Furniture or home decor to sell? Give us a call to discuss your items! Vendor Booths/Spaces are available with a short wait or no waiting. Search our CL ads for general details or call Brandon Snyder at (store) or (cell). See all our listings under FURNITURE, ANTIQUES and ARTS & CRAFTS.",https://asheville.craigslist.org/atd/d/vintage-rock-maple-dining/6512897072.html,35.585607,-82.506126
Jamo D4SUB,"Lake Toxaway, NC",200.0,Very nice condition not being used.,https://asheville.craigslist.org/ele/d/jamo-d4sub/6512887238.html,35.585607,-82.506126
BEAUTIFUL WOLF END TABLE,"Elizabethton, TN",60.0,"Beautiful wolf end table for in Elizabethton,TN! Like new condition, black table with beautiful wolf on top. $60. If interested, send me a text at .",https://asheville.craigslist.org/fuo/d/beautiful-wolf-end-table/6503639872.html,36.3445,-82.2015
"Shabby Chic Antique Wash Stand, Turquoise and White","Asheville, NC",225.0,"Wash Stand is 27 1/4"" Tall x 16"" Deep. Top measures 33"" L x 18"" W. JJD Antiques - Booth 2 - Located along the left wall of the store. >>>>>>>> FRESH INVENTORY ARRIVING DAILY <<<<<<<< *Please note: We do not respond to emails from Craigslist posts - (too much garbage and potential fraud). If you have questions about this or any item, please call us or come by the store. Thanks. Item price is reduced every 30 days from the listing date on most REGULAR ITEMS CONSIGNED to the store. After 4 months, the item is either sold at 40% off, returned to the consignor, or donated. For ITEMS IN VENDOR BOOTHS (found along the perimeter of the store), the price of an item may or may not be reduced over time from the original price. Offers are always welcome and decided on a case by case basis. Nothing New, Inc. - Voted one of the ""Best Used Furniture Stores in WNC"" by Mountain Express readers 4 years in a row ~ 2014, 2015, 2016 and 2017! A clean and well-lit furniture consignment store with no musty smell, no piles of stuff you can't get to, no hovering salespeople, and plenty of room to walk throughout the store. See everything up close! We specialize in quality used furniture, solid wood items, area rugs, lamps and unique home decor, including fine art and handcrafted items. STORE HOURS: Tuesday - Friday 10-6, Saturday 11-5, Sunday 1-5 (CLOSED on Mondays) Our 6,000 square foot store features a comfortable, temperature-controlled environment, restroom and ample safe parking in front, side and back of the store. In 2017 we transitioned from an all consignment store to a furniture and home goods emporium, featuring unique vendor merchandise in addition to our own regular consigned items . . . so you will see many new and exciting items with a wider range of pricing, including a number of home goods and decor priced under $50. We now carry a line of gift quality shea butter soaps for $1 each, and a line of furniture refinishing products from $4. We offer Mid Century, Early American, Victorian, Contemporary, Antique, Barnwood, Reclaimed, Up-cycled, Vintage/Retro, Rustic, Shabby Chic, Asian, Mission, Primitive, Modern, Traditional, Country Cottage, Queen Anne, Wicker, Bamboo/Rattan, Locally Made and Artisan, in addition to Name Brand and High End pieces. Nothing New, Inc. 811-A Tunnel Rd. Asheville, NC 28805 EXIT 7 off 240: Go east on Tunnel Road, past ""Prestige Subaru"" and ""Play It Again Sports"". Take an immediate right after Beverly Hills Baptist Church onto Arco Road and park. Additional parking in back of store. We're at the corner of Tunnel and Arco Roads, next door to GOLF USA. A sampling of our newest inventory can be viewed on our website: ashevilleusedfurniture dot com Inventory updates also available on Facebook: Nothing New, Inc. Questions about specific items? Call or stop by the store. Purchase an item over the phone with a major credit card: Visa, MasterCard, American Express & Discover. All sales are FINAL. Furniture or home decor to sell? Give us a call to discuss your items! Vendor Booths/Spaces are available with a short wait or no waiting. Search our CL ads for general details or call Brandon Snyder at (store) or (cell). See all our listings under FURNITURE, ANTIQUES and ARTS & CRAFTS.",https://asheville.craigslist.org/atd/d/shabby-chic-antique-wash/6484942849.html,35.585572,-82.506058
"(3) plastic Shelves, two different sizes","Flat Rock, NC",60.0,(3) plastic shelves that would be perfect for all your storage needs. Two different sizes. (2) shelves: 72 inches tall x 36 inches wide x 18 inch deep (1) shelf: 72 inches high x 36 inches wide x 24 inches deep Cash only please. Firm on price,https://asheville.craigslist.org/fuo/d/3-plastic-shelves-two/6512898782.html,35.2153,-82.4574
97 Fleetwood Southwind Storm 34 ft Class A RV Motorhome with Bunks,"Marion, NC",13000.0,"We are selling our 1997 Fleetwood Southwind Storm. It is 34 feet long and we have had it almost a year. We've only been able to camp in it once, due to the upgrades we did lasting through camping season. We absolutely love this RV and truly hate to think of selling it, but it would help us financially is the only reason we are willing to part with it. When we purchased it last year it had a few minor leaks, which we sealed and repaired the damage inside none of the leaks we repaired we from the roof and the floor wasn't effected either. We updated the interior during this process as well. It has brand new laminate flooring, and new carpet around the doghouse. New led reading lights in the bedroom. We painted the cabinets with the high end enamel cabinet paint. The shower and sink in the bathroom has been painted to update it with marine grade paint. We also turned a wardrobe into a set of bunkbeds, so this RV would easily sleep 7. The sofa is a jack knife sofa, and the dinette also converts to a bed. The awning is functional, but has seen better days. All the window awnings are in good shape minus some sun fading, except one which still provides shade but needs to be replaced. It has a brand new CO2 detector, brand new queen size mattress thats only been slept on once! It has an Onan generator. The parking break needs to be repaired, we've always used scotches so it hasn't bothered us, but wanted to mention it. As far as we know mechanically everything works well, and there aren't any leaks. We aren't sure about the propane system and the furnace, because we haven't really tested them. There is some staining above the shower that was there when we bought it, but it's not soft and hasn't leaked since we've owned it. There are a few cosmetic flaws on the exterior, but nothing too bad. We really do hate to even think about selling it, and are actually not going to be upset if we don't. We've invested a lot of time, effort, and money into the upgrades and would be perfectly happy camping it for a long time to come. It only has 38,545 miles on it and runs very strong.",https://asheville.craigslist.org/rvs/d/97-fleetwood-southwind-storm/6512888870.html,35.6819,-82.018
"Nice 1978, 208 John Deere w/ Plow/ Trade For A 4x4 Four Wheeler or ?","Hendersonville, NC",13000.0,"I have a super nice 1978 John Deere 208 with a 52"" plow that I extended, Has nice LED lights front and rear for plowing, I rebuilt the rest of the tractor and painted it and it is in good shape. Am interested in a side by side or 4x4 four wheeler or a good side by side go cart, golf cart. 8n tractor. . if you have any one of these, I would be interested, let me know. text or call (No junk please)",https://asheville.craigslist.org/bar/d/nicejohn-deere-plow-trade-for/6499924606.html,36.3049,-77.5607
Chrysler 300 Hemi,"Swannanoa, NC",5500.0,"Beautiful and sleek, sea-foam green body. Very responsive hemi-engine. Big stereo. Super clean and only 110k Miles. Must see to appreciate.",https://asheville.craigslist.org/cto/d/chrysler-300-hemi/6512899290.html,35.6172,-82.407
DELL INSPIRION 5551,Unspecified,160.0,"Dell INSPIRION 5551 laptop. Has windows 10, touchscreen, intel pentium processor, 4GB ram, and 64 bit OS. Laptop is in great condition. I'm selling it because I just recently got an iPhone and now I rarely use my laptop anymore. The price may be negotiable. If ur interested u can email me.",https://asheville.craigslist.org/sys/d/dell-inspirion-5551/6512902022.html,35.3464,-82.525
Camper 2012 Coachman Freedom Express 270flds,"Pigeon Forge, TN",15200.0,"Great deal on a great camper. Used very little. Don't have time. Has all the top line whistle and bells. Two slides , Electric awning, electric tongue jack , electric leveling jacks. Outdoor kitchen , indoor kitchen, couch makes bed, dinning area makes bed. Queen size bed new memory phone mattress in bed room. Lots of storage Large flat tv built in wall DVD player and radio speakers in every room and outside front and rear exterior door. Electric and gas hot water heater. Duct heat system. And air work great. Outside shower. Stylish aluminum wheels. Like new tires. Hitch and sway bar also go with it. Great deal. $2500 below today's value. $15,200 OBO gets it.",https://asheville.craigslist.org/rvs/d/camper-2012-coachman-freedom/6512904513.html,35.793728,-83.544331
KuneKune Boar For Sale,"Cedar Mountain, NC",200.0,"KuneKune boar available as a pet or meat pig. Kune's make a great pet pig because of their sweet nature and easygoing personalities. They are grazing pigs, so they don't do as much damage by rooting up the ground. They produce rich, red, marbled meat that would be perfect for a family wanting some meat for themselves, or it would make a great project for a youth in 4-H. Born September 20th, currently about 30 pounds.",https://asheville.craigslist.org/grd/d/kunekune-boar-for-sale/6490686283.html,35.1508,-82.6374
1980 MERCEDES-BENZ 300TD non-turbo~$1500 cash!,"Asheville, NC",1500.0,"Yeah buddy!...a classic wagon and solid solid/ 2 minor rust spots in front panel pics included. I saved it from the crusher a couple of months ago; gave it life again~new glow plugs, vacuum lines, shutoff valve, battery, motor mounts, oil & filter, fuel filters, transmission re-sealed(all of them), new windshield, new tires, new lights, new wipers, comes with roof rails and the rear seats if you want them...yadda yadda yadda...take this classic project over. These are easily $3500+ if it didn't need anything...it needs some things, driven anytime as is...plenty of life left. $1500.00 obo cash as is where is.",https://asheville.craigslist.org/cto/d/1980-mercedes-benz-300td-non/6507771335.html,35.7064,-82.6311
1989US Mint Prestige Proof Set,"Asheville, NC",30.0,Commemorative Congress Bicentennial Silver dollar Commemorative Congress Bicentennial clad half dollar Kennedy Half Dollar Washington Quarter Lincoln Center Jefferson Nickel Roosevelt Dime Velvet cover US Mint presentation case certificate of authenticity protective outer box,https://asheville.craigslist.org/clt/d/1989us-mint-prestige-proof-set/6487465212.html,35.7064,-82.6311
"Vintage Samsonite Grey Metal Folding Chairs w/ Green Padded Seat, Each","Asheville, NC",25.0,"2 available, individually or as a pair. Price shown is per each chair. Item Numbers: Y6NQR6 and PH88WZ. Listing Date: 12/3/2017. >>>>>>>> FRESH INVENTORY ARRIVING DAILY <<<<<<<< *Please note: We do not respond to emails from Craigslist posts - (too much garbage and potential fraud). If you have questions about this or any item, please call us or come by the store. Thanks. Item price is reduced every 30 days from the listing date on most REGULAR ITEMS CONSIGNED to the store. After 4 months, the item is either sold at 40% off, returned to the consignor, or donated. For ITEMS IN VENDOR BOOTHS (found along the perimeter of the store), the price of an item may or may not be reduced over time from the original price. Offers are always welcome and decided on a case by case basis. Nothing New, Inc. - Voted one of the ""Best Used Furniture Stores in WNC"" by Mountain Express readers 4 years in a row ~ 2014, 2015, 2016 and 2017! A clean and well-lit furniture consignment store with no musty smell, no piles of stuff you can't get to, no hovering salespeople, and plenty of room to walk throughout the store. See everything up close! We specialize in quality used furniture, solid wood items, area rugs, lamps and unique home decor, including fine art and handcrafted items. STORE HOURS: Tuesday - Friday 10-6, Saturday 11-5, Sunday 1-5 (CLOSED on Mondays) Our 6,000 square foot store features a comfortable, temperature-controlled environment, restroom and ample safe parking in front, side and back of the store. In 2017 we transitioned from an all consignment store to a furniture and home goods emporium, featuring unique vendor merchandise in addition to our own regular consigned items . . . so you will see many new and exciting items with a wider range of pricing, including a number of home goods and decor priced under $50. We now carry a line of gift quality shea butter soaps for $1 each, and a line of furniture refinishing products from $4. We offer Mid Century, Early American, Victorian, Contemporary, Antique, Barnwood, Reclaimed, Up-cycled, Vintage/Retro, Rustic, Shabby Chic, Asian, Mission, Primitive, Modern, Traditional, Country Cottage, Queen Anne, Wicker, Bamboo/Rattan, Locally Made and Artisan, in addition to Name Brand and High End pieces. Nothing New, Inc. 811-A Tunnel Rd. Asheville, NC 28805 EXIT 7 off 240: Go east on Tunnel Road, past ""Prestige Subaru"" and ""Play It Again Sports"". Take an immediate right after Beverly Hills Baptist Church onto Arco Road and park. Additional parking in back of store. We're at the corner of Tunnel and Arco Roads, next door to GOLF USA. A sampling of our newest inventory can be viewed on our website: ashevilleusedfurniture dot com Inventory updates also available on Facebook: Nothing New, Inc. Questions about specific items? Call or stop by the store. Purchase an item over the phone with a major credit card: Visa, MasterCard, American Express & Discover All sales are final. Furniture or home decor to sell? Give us a call to discuss your items! Vendor Booths/Spaces are available with a short wait or no waiting. Search our CL ads for general details or call Brandon Snyder at (store) or (cell). See all our listings under FURNITURE, ANTIQUES and ARTS & CRAFTS.",https://asheville.craigslist.org/atd/d/vintage-samsonite-grey-metal/6512911040.html,35.585572,-82.505972
1996 US Mint Prestige Proof Set,"Asheville, NC",200.0,Includes: Commemorative Atlanta Olympics Silver dollar Commemorative Atlanta Olympics clad half dollar Kennedy Half Dollar Washington Quarter Lincoln Center Jefferson Nickel Roosevelt Dime Burgandy velvet cover US Mint presentation case certificate of authenticity protective outer box,https://asheville.craigslist.org/clt/d/1996-us-mint-prestige-proof/6487462161.html,35.585572,-82.505972
Tiburon,"Mills River, NC",1200.0,"05 Hyundai Tiburon gt 2.7 automatic with slap shift, 130,000 on motor 212 on body, cranks and runs, can't drive far where it needs right front wheel bearing, clean title, 1200 OBO or trade 8two88035412",https://asheville.craigslist.org/cto/d/tiburon/6512911049.html,35.3906,-82.568
1995 US Mint Prestige Proof Set,"Asheville, NC",60.0,Includes: Commemorative Civil War Battlefield Preservation Silver dollar Commemorative Civil War Battlefield Preservation clad half dollar Kennedy Half Dollar Washington Quarter Lincoln Center Jefferson Nickel Roosevelt Dime Dark Green velvet cover presentation case certificate of authenticity protective outer box,https://asheville.craigslist.org/clt/d/1995-us-mint-prestige-proof/6487460057.html,35.3906,-82.568
Men's Fossil Watch,"Asheville, NC",20.0,"great looking and working men's black fossil watch *black adjustable link bracelet *black face with gold accent *date indicator *band is 1"" wide *face is 1 3/8"" wide x 1 7/8"" long *complete with instruction manual very minor wear",https://asheville.craigslist.org/jwl/d/mens-fossil-watch/6487448137.html,35.3906,-82.568
1994 US Mint Prestige Proof Set,"Asheville, NC",30.0,Includes: Commemorative World Cup Silver dollar Commemorative World Cup clad half dollar Kennedy Half Dollar Washington Quarter Lincoln Center Jefferson Nickel Roosevelt Dime Navy velvet cover US Mint presentation case certificate of authenticity protective outer box,https://asheville.craigslist.org/clt/d/1994-us-mint-prestige-proof/6487457301.html,35.3906,-82.568
